0,1,2
0.0001165502766834812,0.14175301041889118,-0.08164965809165542
-2.3512478941591713e-05,0.1416839364733832,-0.08164965809165659
-2.3304117350595925e-05,0.1416840096721713,-0.08164965809165628
-2.4693941271649212e-05,0.14168354768518435,-0.08164965809165636
0.000123649182185386,0.14175578585169382,-0.0816496580916554
0.00014762877013845734,0.14176398443335197,-0.08164965809165534
5.744834759622861e-05,0.14172938958959622,-0.08164965809165581
8.323830147425313e-05,0.14173973821000158,-0.08164965809165566
-0.0007408206275625174,0.14115729770212865,-0.08164965809166258
-2.189681734679925e-05,0.1416844773770933,-0.08164965809165632
0.00014380697578015564,0.1417627611013032,-0.08164965809165535
6.357603200080246e-05,0.14173186996458928,-0.08164965809165575
-2.3667602688161824e-05,0.14168389479833549,-0.08164965809165636
-0.0007394308036414713,0.14115775968911565,-0.08164965809166251
0.0001480201749869277,0.14176410735323147,-0.08164965809165532
0.0001485950867496584,0.14176429846462613,-0.08164965809165535
0.000148595086749659,0.14176429846462613,-0.08164965809165536
0.0001165502766834805,0.14175301041889118,-0.08164965809165542
0.0001474308519756197,0.14176391356267212,-0.08164965809165535
0.00014129792506527885,0.14176196342986402,-0.08164965809165536
0.00011576255935197702,0.14175225047118703,-0.08164965809165543
0.00013455125937806425,0.1417597962501241,-0.08164965809165536
8.705550062384124e-05,0.14174097630939586,-0.0816496580916556
7.273618644424159e-05,0.14173535673007548,-0.0816496580916557
6.970264389872526e-05,0.1417343659134182,-0.08164965809165566
-2.370002183506246e-05,0.1416838685916245,-0.08164965809165627
9.832649420369009e-05,0.14174563404730312,-0.08164965809165556
0.00011199337739021363,0.14175104196941693,-0.08164965809165545
9.913890995378657e-05,0.14174587077433443,-0.0816496580916555
-2.3893440361908447e-05,0.14168381588161197,-0.08164965809165628
-2.3667602688163203e-05,0.14168389479833549,-0.08164965809165636
0.00012983046787105442,0.14175776587816327,-0.08164965809165542
0.00014589627866487366,0.1417634124287793,-0.08164965809165532
0.00014821809314976525,0.14176417822391144,-0.08164965809165532
-2.3667602688162972e-05,0.14168389479833549,-0.08164965809165634
5.346611025750635e-05,0.14172759394832943,-0.08164965809165581
0.00013689641787919746,0.1417605319990767,-0.0816496580916554
0.00010650599518744036,0.1417487535257043,-0.08164965809165554
-2.4693941271646146e-05,0.14168354768518435,-0.08164965809165636
9.236457913828599e-05,0.14174318254778792,-0.08164965809165556
0.00011655027668348018,0.14175301041889118,-0.0816496580916554
-0.017283827473153244,0.1264927029426811,-0.08164965809183553
-2.229537717922477e-05,0.14168435159249645,-0.08164965809165636
0.00012611787024823472,0.14175657260140923,-0.0816496580916554
0.00014065433038561582,0.1417617549745325,-0.08164965809165538
-2.29335027345467e-05,0.1416841266715706,-0.08164965809165628
0.00014129792506527945,0.14176196342986402,-0.08164965809165538
-2.3304117350598022e-05,0.1416840096721713,-0.08164965809165627
0.00014128977958245418,0.1417619609858966,-0.08164965809165535
5.876703540458399e-05,0.1417298148417362,-0.08164965809165578
0.027090510491347607,0.0,-0.08164965809332946
0.0023816544085893034,0.0,-0.08164965809332915
0.03758621618243979,0.0,-0.08164965809332898
-0.13055796764182323,0.0,-0.0816496580933292
-0.0011385628249069221,0.0,-0.08164965809332914
-0.10667774514964391,0.0,-0.08164965809332912
0.013248733811550475,0.0,-0.08164965809332914
-0.13437507243352884,0.0,-0.08164965809332923
-0.01623331128346592,0.0,-0.0816496580933291
-0.12621786035244006,0.0,-0.08164965809332915
-0.13371985978390274,0.0,-0.08164965809332918
-0.05472870708052304,0.0,-0.08164965809332908
-0.12761791294038377,0.0,-0.08164965809332916
-0.04324370715195666,0.0,-0.08164965809332904
-0.11761173270527069,0.0,-0.08164965809332916
0.0029818578360500526,0.0,-0.0816496580933291
-0.06655786774434373,0.0,-0.08164965809332916
-0.117853194167593,0.0,-0.0816496580933292
-0.0697158024961943,0.0,-0.08164965809332908
-0.1317700814121962,0.0,-0.08164965809332912
0.028248535040414007,0.0,-0.08164965809332908
-0.08938270511455138,0.0,-0.0816496580933291
-0.02042621986833663,0.0,-0.08164965809332904
-0.07226674790750198,0.0,-0.08164965809332904
-0.05041107243071885,0.0,-0.08164965809332912
-0.010975912793737386,0.0,-0.08164965809332914
0.0018724740506169811,0.0,-0.08164965809332912
0.041742860813327315,0.0,-0.08164965809332912
-0.048891239810600104,0.0,-0.08164965809332911
-0.12834144056980396,0.0,-0.08164965809332912
-0.13257272217879534,0.0,-0.08164965809332915
-0.13257272217879534,0.0,-0.08164965809332915
-0.11739043086656793,0.0,-0.08164965809332919
-0.00479216920799972,0.0,-0.08164965809332912
-0.07248486205910701,0.0,-0.08164965809332918
-0.009210303558039748,0.0,-0.081649658093329
0.01939296194672218,0.0,-0.08164965809332912
-0.0837290404995218,0.0,-0.08164965809332911
-0.09397520060460841,0.0,-0.08164965809332914
-0.1308838816446003,0.0,-0.08164965809332911
-0.11551294783333801,0.0,-0.08164965809332914
-0.03699625936683693,0.0,-0.08164965809332903
-0.117853194167593,0.0,-0.0816496580933292
-0.1342700862021624,0.0,-0.08164965809332926
-0.11233543757189034,0.0,-0.0816496580933292
-0.09725357280694467,0.0,-0.08164965809332908
-0.10030856283712496,0.0,-0.08164965809332915
-0.06773625084475597,0.0,-0.081649658093329
-0.13299508385703376,0.0,-0.08164965809332919
-0.1123354375718903,0.0,-0.08164965809332922
0.1273387248186463,0.0,-0.08164965809332912
0.027602226451576957,0.0,-0.08164965809332915
0.1407981458826735,0.0,-0.08164965809332912
0.0633175750542996,0.0,-0.08164965809332914
0.12351741535205073,0.0,-0.08164965809332914
0.15156361557748882,0.0,-0.08164965809332905
-0.09560929068816226,0.0,-0.08164965809332916
0.13333917892619698,0.0,-0.08164965809332905
0.07161979465501767,0.0,-0.08164965809332905
0.1575797443139055,0.0,-0.08164965809332911
0.10622706546471292,0.0,-0.0816496580933291
0.0661905474784016,0.0,-0.08164965809332911
0.1339457187821802,0.0,-0.08164965809332911
0.018722116361473088,0.0,-0.08164965809332912
0.09430432276280523,0.0,-0.08164965809332914
0.122571363746137,0.0,-0.08164965809332912
0.08123907705653828,0.0,-0.08164965809332908
