graph,laplacian,silhouette,adjusted_rand,number_of_clusters,hyperparameters,cluster_labels,graph_laplacian
full,sym,0.5184585541582286,0.6129032258064516,3,local_sigma=5,"[2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 1 0 0 0 0 0 1 1 0 0 0 1 0 1 0 1 1 1 1 1 1
 1 1 1 1 0 1 1 1 1 1 0]",full_sym
full,rw,0.5184585541582286,0.6129032258064516,3,local_sigma=5,"[2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 1 0 0 0 0 0 1 1 0 0 0 1 0 1 0 1 1 1 1 1 1
 1 1 1 1 0 1 1 1 1 1 0]",full_rw
full,ad,0.5100137782439546,0.8226568937849676,3,local_sigma=5,"[2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1 1 1
 1 1 1 1 0 1 1 1 1 1 0]",full_ad
eps,sym,0.3502547056849148,0.39870559903672487,3,epsilon=1.138,"[0 0 1 1 0 0 2 1 0 0 0 0 0 0 0 0 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2
 2 2 2 2 2 2 2 2 1 2 2]",eps_sym
eps,rw,0.029533430035845926,0.16497891815921295,3,epsilon=1.138,"[0 0 2 2 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1
 1 0 1 1 0 1 1 0 2 0 0]",eps_rw
eps,ad,0.3502547056849148,0.39870559903672487,3,epsilon=1.138,"[2 2 1 1 2 2 0 1 2 2 2 2 2 2 2 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 1 0 0]",eps_ad
knn,sym,0.5184585541582286,0.6129032258064516,3,k_nn=8,"[2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 1 0 0 0 0 0 1 1 0 0 0 1 0 1 0 1 1 1 1 1 1
 1 1 1 1 0 1 1 1 1 1 0]",knn_sym
knn,rw,0.5184585541582286,0.6129032258064516,3,k_nn=8,"[2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 1 0 0 0 0 0 1 1 0 0 0 1 0 1 0 1 1 1 1 1 1
 1 1 1 1 0 1 1 1 1 1 0]",knn_rw
knn,ad,0.5184585541582286,0.6129032258064516,3,k_nn=8,"[2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 1 0 0 0 0 0 1 1 0 0 0 1 0 1 0 1 1 1 1 1 1
 1 1 1 1 0 1 1 1 1 1 0]",knn_ad
mknn,sym,0.531172824877778,0.43037878500056986,3,k_mknn=6,"[2 1 2 2 1 1 1 2 1 1 2 1 1 2 2 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0]",mknn_sym
mknn,rw,0.531172824877778,0.43037878500056986,3,k_mknn=6,"[2 1 2 2 1 1 1 2 1 1 2 1 1 2 2 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0]",mknn_rw
mknn,ad,0.4949286753891012,0.36873807475027126,3,k_mknn=6,"[1 2 1 1 2 2 2 1 0 2 1 2 2 1 1 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0]",mknn_ad
