0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99
0.0,3.0545307257425184e-05,0.0005321321641716726,0.0007961269371530215,2.0527710783491846e-06,3.912553539211092e-07,6.036219497719842e-05,0.0001577923925618385,2.470343897756026e-07,6.094670194756681e-07,0.0013830680588711635,8.18732241835321e-06,4.290229110220175e-05,0.004177020261290436,0.0025328262062519788,0.0008085791488738921,0.0004644237025286057,1.0588845993809402e-06,0.00243446703871856,2.1408679426877128e-07,0.0006212544636619277,1.3839188426015676e-07,0.0001947599879607375,0.0002993148457075223,4.518462932621924e-06,6.619888865599678e-06,1.6359713930654686e-06,3.995595574102227e-06,1.347135648890107e-07,3.118125806899593e-08,0.001039029595847299,0.0002716272161094533,2.3933387633213297e-06,5.558250221181194e-23,4.813715035876333e-16,7.428835905649444e-15,8.027022019739426e-15,6.166233839255987e-13,1.9821978108618148e-07,7.812383571028276e-24,3.1676251827352e-28,1.8554450532576394e-16,1.9245016328262003e-16,1.2585329265157056e-12,4.274334060411656e-28,2.591177517063278e-13,2.805041743884396e-28,3.939515033571624e-13,1.4089324598490884e-18,1.6431548896185284e-19,6.927781254715753e-19,1.1956715361120885e-19,2.263770924593652e-24,2.2773675901032346e-11,6.948440579974261e-18,6.676314892416202e-23,2.280118610625344e-15,3.494098947840448e-12,5.879139840490865e-21,2.4988368067655897e-16,5.69420575693907e-26,3.927583671326917e-23,1.4222049582900448e-18,2.1755771230908617e-13,1.8736401178354108e-19,2.033805142369121e-27,1.3508745956375134e-17,1.1614476169236506e-37,4.0850182660219184e-25,7.733386340162089e-40,9.141569010616943e-21,1.1202467776652951e-27,6.315752387374849e-25,3.9078839381482095e-26,8.432786276310559e-33,6.195838166895427e-15,1.7740167948962476e-40,1.016074804555613e-37,4.500752658331278e-29,2.5309851320003707e-21,6.602175643278362e-29,3.71278908814723e-11,2.460583488421248e-31,5.025620705791779e-23,2.4160791974407396e-32,1.4699426227558748e-33,2.2907318349777084e-25,2.196148120642328e-29,2.8957587735080405e-30,1.0997630845096064e-16,6.0235213736749505e-19,1.3716466760942373e-30,6.556194212307078e-35,8.649755419067695e-23,1.077230354391541e-23,2.539887486936388e-24,7.164614704507945e-22,2.6313273494652675e-29,2.5045899483845933e-30,4.748959040416858e-22
3.0545307257425184e-05,0.0,0.00024447177427903695,6.649208027867534e-05,0.006233684942294418,0.001380350377891507,0.004565040205442667,0.0001300880505967273,2.0679238318519263e-05,0.0005176877699301923,6.93574560850342e-05,0.004278794518002645,0.00295712850857022,1.0415209331827291e-05,9.499401087927217e-05,0.0014065614341152806,1.0868565537812926e-06,0.0006846586645213822,0.00048542655165337436,3.175406605030927e-06,0.0006632795188010453,8.312661027939618e-05,0.0031631486204198567,0.0004662790661862552,0.0021743494594697824,0.008975371266394671,0.000411338702848307,0.008524906224286026,9.162461568052635e-06,5.171071927336608e-05,0.0008175685911330469,0.005005916633406921,0.002070292191517302,3.840071786456257e-30,1.5605482223072932e-23,4.380971418572711e-22,3.623042900691344e-18,1.7665093836986514e-16,1.2876542132873246e-10,3.5910002662280477e-31,2.7142358799916456e-35,1.3131269508899151e-21,1.7027310116443475e-23,4.2079863078737916e-18,2.299384705558378e-37,1.4143239995601264e-18,6.418659481825042e-36,6.81598087946246e-20,5.122194477387937e-23,8.465949887127684e-25,1.769815162954737e-24,1.2779580594457807e-24,8.376131278357577e-30,3.9342914765779064e-16,8.875762050989528e-24,1.3080116914647445e-28,1.0693662347568443e-20,1.0034820027260712e-17,1.4746351015992274e-25,1.8439998449761413e-22,1.8326822325678037e-34,7.790788893428496e-33,4.992111618540295e-25,1.482993499076893e-17,6.203224650899306e-25,1.2589518760735389e-34,1.5918768722021144e-26,1.7782380343723944e-52,2.7591144659838863e-35,3.644094755276769e-57,3.7212174931114594e-28,9.407949895739166e-39,7.904857331906461e-35,3.026642916570832e-35,3.057186942437787e-48,2.9766565587991053e-22,2.5739426706195604e-57,1.2196282715372997e-54,1.0327210883082676e-39,8.498247092474765e-31,9.449092590827384e-41,3.4548141353904214e-17,5.916493941239918e-44,1.0065555810090911e-33,3.621133053495163e-45,1.2289603105979626e-47,2.559660955407464e-35,1.7368788205638383e-40,1.042192819730947e-41,1.7102123995713143e-23,4.457836851131113e-25,1.895785380381531e-44,4.714165460867128e-50,4.815228560438921e-31,3.230875823057307e-32,2.586544606486474e-34,3.493752492323953e-29,3.109130354869117e-42,4.765683412412355e-43,2.1785365985153657e-32
0.0005321321641716726,0.0002444717742790369,0.0,0.0038832612659813093,5.452351712545656e-06,6.28015256733177e-08,0.0003114118017028911,0.0032346113487939612,3.014392503271098e-10,2.5845656136567603e-08,0.004058713650630447,4.197414679878679e-06,1.468878724873483e-05,0.0008519454474369686,0.00556581696474513,0.0006917260078308824,1.4885571885412279e-05,5.9295236755784005e-08,0.004076091171307756,1.243311919426726e-10,0.00597278578778947,1.0605325611479717e-09,0.0008533113078974907,0.007919645070757085,1.3220585538428777e-05,1.552829227102046e-05,1.7518652388265212e-07,1.1688467612432244e-05,9.791860812020337e-11,2.939775265116783e-10,0.006854722333694436,0.0010366756016092808,1.7267353564739908e-06,4.325022565069706e-39,5.8074122730422844e-27,2.324577529427884e-24,5.998199637028506e-23,1.277715819722425e-19,8.352496653180038e-11,2.143925743151403e-41,4.145184309349145e-48,4.075134729849218e-26,1.1291983932008238e-26,1.3414769432292836e-20,3.693205778866863e-49,2.3911563427789755e-22,3.290788393292672e-48,2.8722435163185708e-22,1.7654623975247044e-31,1.5464929185215916e-32,1.2335965279950376e-30,4.061792551883803e-32,3.427713986749823e-41,1.916949594718597e-18,4.226120537342653e-30,5.986151456954484e-38,1.05208133273807e-25,3.3102887881152733e-19,1.1953501107490654e-35,7.746318000964041e-27,1.924570330532726e-46,2.2301247460294016e-41,8.057949387875557e-31,4.927067990189865e-20,2.2522976685632057e-32,1.335268055267322e-47,1.7454199352859723e-32,2.1071809206253174e-71,4.713508681906371e-47,8.679759500203995e-77,4.7600558073688943e-39,1.8604317140522315e-52,5.0729216100841475e-45,3.193754339960343e-48,5.048449700496846e-63,1.7850518847640604e-26,3.181254363380101e-77,1.0264557697464474e-72,3.325444825126837e-53,2.1188024297831526e-39,2.2386255738555654e-53,1.4470485656919403e-19,1.357484830753962e-59,1.4108198801501435e-42,2.4125890364335854e-60,3.3659651857534674e-64,1.2419909757637347e-48,5.684927396277127e-54,6.04076392313054e-57,3.399511299649742e-29,5.567744452149633e-35,1.4232788310765972e-59,5.544096956562369e-68,1.049757486556065e-40,1.0665708359723041e-41,3.655941306057518e-46,2.1488810378263655e-39,1.1526271758035788e-54,2.5590556322820663e-58,1.2995628578532477e-40
0.0007961269371530215,6.649208027867535e-05,0.0038832612659813093,0.0,2.4726325013985094e-06,3.02495461851712e-08,0.00020822762251137257,0.0026614478664320177,3.165883780850776e-10,1.7466303872786732e-08,0.0028242745854675853,1.1786095070455186e-06,3.3198720628511803e-06,0.0016167725830368907,0.0031828329190749334,0.0003874416309467991,0.00010397504713608144,2.3804898065546226e-08,0.0019824598357594974,5.993564153814589e-10,0.0020400926834974477,2.803899138428797e-09,0.0001574333657296605,0.003761448863434477,1.8444974295149497e-05,4.241880670992944e-06,1.302746125970614e-07,3.433695000607894e-06,2.4642728382027237e-10,5.311752075917101e-10,0.001961842909005533,0.00022285511982417887,1.6249768910782271e-06,6.668520745697613e-32,2.3608558546433953e-21,3.0347197697843205e-19,4.591953598017256e-19,3.2197592242171443e-16,1.23350200914792e-08,9.232130209098834e-34,3.622196089268078e-39,5.257378029073441e-21,3.1877926951073133e-21,1.3665132852725422e-16,1.1622703396963585e-39,4.48880831992558e-18,2.276737396395928e-39,1.2313637909428022e-17,4.5327717248676206e-26,9.991883727378915e-27,6.335952254256807e-25,3.1165436785181636e-26,8.89151719815063e-34,7.441583464611433e-15,1.3432617635866957e-24,6.356233829012184e-31,4.291367179222489e-21,2.554185573859662e-15,1.4846415187929375e-29,1.2346049673814468e-21,8.34845092162231e-38,1.801986608033455e-33,4.047763772459757e-25,4.73538778973752e-16,2.916999853278143e-26,5.795318492238884e-39,5.250801958331209e-26,9.54043935580293e-58,1.9089909913585505e-38,1.4942898781919693e-61,1.6977829808513529e-32,1.0888429879000708e-42,3.7486180739408464e-36,9.417556076924869e-40,1.226117549724923e-50,2.360873693252087e-21,2.6550284467740015e-62,9.837660870027407e-59,1.7720427459769724e-43,5.419124048985788e-32,2.115105398173919e-43,8.280805597690151e-16,5.296144815567145e-48,5.062430339804831e-34,1.0882085996899499e-48,8.331153152333793e-52,6.705375288331091e-40,5.740172552969189e-44,1.6604589807235826e-46,4.717386988424101e-24,3.1299304469924607e-29,2.1680828480700495e-48,4.956720271094501e-55,5.176833163135192e-33,5.603065519675345e-34,6.96695351824074e-38,1.5396059977557252e-32,6.212706641111665e-44,2.1380573529459705e-47,1.2548648195224452e-32
2.0527710783491846e-06,0.006233684942294417,5.452351712545657e-06,2.4726325013985094e-06,0.0,0.0021345064229625972,0.005054889350786482,2.1576465406854425e-06,2.4111445788504906e-05,0.001457495560599678,8.438388491351041e-07,0.006005315758518735,0.0023257494057644743,3.283435918161804e-07,3.3792201340709155e-06,0.0009296759386561196,4.1226345523347104e-08,0.0011825627596271252,5.853735616850221e-05,3.3984560108123715e-06,2.061300676191862e-05,0.0002511074480542499,0.0011562319905307813,1.3479123577226481e-05,0.0022656112675890267,0.00867754427311132,0.0008681378059896671,0.007438464247392162,1.1239670307644314e-05,0.00013617043218967334,7.351309652511106e-05,0.0022632791827602514,0.0016531627612690236,8.887454921325505e-36,2.0142598595700556e-28,3.78953706871329e-27,2.4078113833148324e-21,5.787451142629158e-20,1.352480200094873e-12,3.464498721619269e-37,1.1269467679517757e-41,6.254185902707414e-26,8.37689933507171e-29,2.7522598585533877e-22,1.8592233147205686e-44,2.1044146677872303e-22,6.899161846592826e-43,4.097806247928799e-24,1.6676406388846418e-26,3.5858145736509424e-29,5.832066513326291e-29,3.605895986067918e-29,5.8804943335938e-35,5.880050842666843e-19,9.38669110874992e-28,5.642760446470864e-34,4.4258066224827896e-24,7.547935289701203e-22,6.776975262944519e-30,7.37386652227886e-27,1.5698948432524814e-40,3.8750550316567845e-39,6.912438608507911e-30,2.078454411545925e-21,4.9418443766342164e-29,1.1038160626264448e-40,2.6925410835291346e-31,1.6256882545830157e-61,7.378044790063718e-42,6.967346574246006e-67,1.1274608771111428e-32,1.0910813449098307e-44,4.889957320089753e-41,1.792528465147505e-41,7.183444510838696e-57,7.781009996736856e-27,1.9407888052301078e-67,3.0338504677323276e-64,1.1859202403189376e-46,9.181443198209272e-37,3.128717285749336e-48,3.365030797659835e-20,3.3768315976912535e-51,4.582265780389492e-40,5.834371238756533e-53,2.4565969520314393e-55,6.698814262442295e-41,9.548683783007903e-48,1.2884351531286378e-48,3.3083637046493533e-28,4.494148000588915e-29,1.1485277166097622e-51,3.394299550596668e-58,2.9423782605954204e-36,2.1151300987613693e-38,1.7148886856995523e-40,1.5437982179032421e-34,4.2642685667342965e-50,8.807560090466345e-50,3.2684316976251547e-38
3.9125535392110916e-07,0.001380350377891507,6.280152567331769e-08,3.024954618517119e-08,0.0021345064229625977,0.0,0.0006802486572757487,6.308767768093326e-08,0.0012984770563798946,0.005822009753129882,3.126365062968042e-08,0.004212121097431618,0.00231474789983908,2.8524089297087912e-08,6.696036452239714e-08,0.00011050636014668038,3.010217292091049e-08,0.006802407216937909,2.316066010662426e-06,0.00022810000840658396,1.169771372551648e-06,0.0029903521330259765,0.00029571944137099716,1.7434038224291554e-07,0.0011242311401166868,0.0032665829294075,0.002975704086807488,0.0047877826951704195,0.0008466839609074237,0.002635924725829809,2.3403221610198245e-06,0.00032608087818750093,0.0033343771249957034,2.9170979266739277e-28,2.0953330333780585e-24,1.1109012190806755e-23,1.3435062329906783e-17,8.45994271305475e-17,6.50901415238152e-12,1.4367088365707594e-28,6.526804442339545e-32,7.711597058609333e-22,8.64773071474257e-25,7.588017962469898e-19,1.2205331118169187e-34,2.131160263135452e-18,6.655423673429257e-33,8.195933445209864e-21,2.2868844750981936e-20,5.0608661510490265e-23,6.938796869186896e-24,3.34233975765794e-23,1.5543283644053883e-26,1.3380810924612352e-16,1.274437755021233e-22,1.2905642576410051e-26,6.631342020456238e-20,2.900768611038271e-19,2.4810349555980166e-22,1.3289584087119605e-22,6.466451717579572e-31,3.7837143984465855e-31,1.5629711977064252e-24,9.538219906837581e-19,1.905060596452119e-23,9.023523072822862e-31,1.8245524807764647e-25,2.9998027476958698e-46,1.5782395501766075e-31,6.238601208443118e-51,5.9647828965109384e-24,5.1086995754936145e-34,2.146147256778766e-32,8.982280290945642e-31,6.35523246098528e-44,5.634337742198853e-22,5.785063831025701e-51,6.8324806071663015e-49,1.5817161031879052e-35,1.3992464646566537e-28,3.5679140642223976e-37,2.3678089949772353e-17,8.327794002061134e-39,7.938289139035299e-32,1.4337878080159544e-40,3.619880208155667e-42,2.3704071173288993e-30,2.0289320331954524e-36,1.9067478266689583e-36,2.1681804390022177e-22,2.998699195296475e-21,3.269690881310434e-39,8.63034028841301e-44,1.9427567945952899e-28,5.3223412860454144e-30,3.052185604398295e-30,6.894751986792257e-26,5.1311116815190056e-39,1.0438769231631212e-37,1.258609856244607e-30
6.036219497719842e-05,0.0045650402054426675,0.0003114118017028911,0.0002082276225113726,0.005054889350786482,0.0006802486572757486,0.0,0.00012925845603335042,2.3100027956426124e-05,0.0007535946982092279,4.804320702623802e-05,0.0023103793065493068,0.0011869974216827354,3.841864597650939e-05,0.00020444205536886161,0.002851652024210109,5.526743098356487e-06,0.0005767676854417572,0.0007317968734211913,1.097521727584552e-05,0.00027506369849677266,0.00018280509436972907,0.003268444300587204,0.0003899660108800788,0.002741884183892028,0.0032717758757050837,0.0011518841098968786,0.0030394579031551333,1.5472718638725768e-05,0.00014631069463207782,0.001063265540466017,0.0040932638466213735,0.0007607818020961601,2.1633021083546933e-22,2.863960587574294e-17,1.8442729611868682e-16,2.287736157162704e-13,1.3926456794817393e-12,4.738790821690031e-08,5.168909362699007e-24,1.37826690139942e-26,5.874345817574418e-16,1.9574696417889752e-17,2.760400703629041e-14,4.452753540536522e-28,1.5664071578164556e-14,2.591389016491614e-27,5.894366413225392e-15,2.7699481373780426e-17,1.8632229894142803e-18,9.828402302122126e-18,1.957290828182436e-18,1.1648582945063084e-22,9.48278176074244e-12,3.0839565763242885e-17,1.4646225081106543e-21,5.247341388536884e-15,1.9500997445680722e-13,6.945981077826559e-20,1.941821862446777e-16,4.3811779349000525e-26,1.7833407527901292e-24,2.179510755240898e-18,3.459861117259569e-13,3.872677383234213e-18,3.2278941124548585e-26,8.017772011856826e-20,1.4556594835208802e-39,1.5672015035524365e-27,1.0740551239548165e-42,3.273943049316184e-22,8.399101983726371e-29,8.009034929522838e-26,2.5222519072317958e-27,4.1300452800921363e-36,3.6322787365380617e-17,4.292559543114075e-43,6.649109598359417e-41,9.25761364914361e-30,8.961237577314658e-24,1.5082950000835298e-30,8.002615269406441e-13,3.959109103566253e-33,2.1291463919505153e-25,1.1276394425372148e-33,2.2624476706732884e-35,3.3856495493865665e-27,1.8720387498835214e-30,1.7483140408811499e-31,4.291647373731709e-18,5.78299220935966e-20,2.5365675779169558e-33,1.232647439246186e-37,5.99089681411358e-23,2.7424678088306368e-24,7.110603090218806e-27,7.67963979588333e-23,1.1400900186829556e-31,4.22468237992406e-32,5.839910052966703e-24
0.00015779239256183847,0.0001300880505967273,0.003234611348793961,0.002661447866432018,2.157646540685443e-06,6.308767768093326e-08,0.00012925845603335042,0.0,2.4875672548439393e-10,9.987270141005595e-09,0.002786607337406294,9.081673927799856e-07,2.7183677723648193e-06,0.00033038420656807967,0.0008382622346912714,8.007604774513528e-05,3.907887710576397e-05,2.2830865158160147e-08,0.0005015568805669566,3.6889364245215747e-10,0.0037718831636826245,1.7380334795357555e-09,0.0001567121198454645,0.004546766987447078,3.3250672490229575e-05,6.250909060593429e-06,8.708807478580088e-08,8.606721075020347e-06,2.0301843428967795e-10,5.008287374079932e-10,0.0009655034555953347,0.00015059681851038517,5.369864305329344e-06,1.571981212835335e-32,2.597382449279073e-22,8.453403433149708e-20,2.1255624840540048e-19,4.304474172700835e-16,2.9578106973183404e-09,5.82429526458139e-34,1.7738139498872253e-39,2.3572216737781695e-21,1.2289200593137492e-21,1.355700575497033e-16,2.2859724160341072e-40,2.555665676302921e-18,2.2832923943253033e-39,1.9184107855279235e-18,7.88767619438132e-27,2.969871979130266e-27,1.2146312191248676e-25,1.8556824308155222e-26,5.367006566221374e-34,6.864923320982039e-16,9.217724847593198e-26,4.961026962954287e-31,2.847884719386179e-22,1.361537340738253e-15,1.1398562554197855e-29,2.1757667453348766e-22,8.827695886646498e-39,1.114169768431441e-34,8.575787791714919e-26,4.553963874694841e-16,2.984292428990818e-27,1.7141295414087233e-39,1.0914097417367827e-27,3.968500662048302e-60,1.8297006724810756e-39,7.988965396023405e-65,1.1891783236331607e-33,2.6461122918587888e-45,9.910031532543688e-38,1.0271922044605596e-40,2.577787881493944e-53,4.543473024834254e-22,5.926872453748801e-65,1.09704465351806e-61,4.905399845239176e-45,5.544359672350894e-33,4.9523619269284046e-45,3.823105901576193e-17,2.163968017231149e-50,1.411372128781493e-35,7.25574488333595e-51,8.043032621104335e-55,7.796855662564666e-42,1.8662204302943487e-45,1.5979035062972884e-48,1.5016298782526957e-24,4.503094500862355e-30,2.2306887280851816e-51,3.647707699214825e-58,1.6507488252904247e-34,1.0505757077006398e-34,4.396647465392828e-39,5.014970752599564e-33,8.968092818867392e-46,2.66882984138826e-50,1.6500176723173807e-34
2.470343897756026e-07,2.0679238318519263e-05,3.014392503271098e-10,3.165883780850776e-10,2.4111445788504903e-05,0.0012984770563798946,2.3100027956426127e-05,2.4875672548439393e-10,0.0,0.002194296596603717,5.457405884392722e-10,0.00032654736976754146,0.00044516877772416,8.462327359473555e-09,2.4273560454375056e-09,1.86805013669063e-05,3.6056167853133304e-08,0.003041639769924556,1.466358611747181e-07,0.0018828020616328187,1.3544752310257185e-08,0.0021861114276529535,2.5409907283175835e-05,4.838019926592057e-10,2.7843709289925256e-05,6.38034171453804e-05,0.0014633294264448746,9.897555646386813e-05,0.004603052198188002,0.001917254136879778,5.8421931658869217e-08,1.7904279382645585e-05,0.00015900075628200354,4.496355228964217e-23,2.7388048515255753e-21,2.912057687525602e-21,2.594982774947209e-15,3.604976678972492e-15,2.349042571598581e-11,6.600534700424189e-23,8.3858230151663e-26,2.0020812927976763e-19,3.3848673072031556e-22,1.0079314798960873e-16,6.204454449662892e-28,1.0992441813840564e-15,1.0225819983473503e-26,3.8229668352075566e-18,5.231614214834911e-16,7.021505681799992e-19,1.8045749112965242e-20,1.3890682639974218e-19,2.5150789843331618e-21,1.659066493586614e-14,1.3721893860834024e-18,3.143400393024648e-22,2.0130756401188785e-16,1.1952101874941149e-17,1.5446462928942238e-17,1.5622400798656061e-19,6.5577445508091685e-24,7.788693266461602e-25,1.0157464051540271e-20,1.3103231557334052e-17,1.6650986079252933e-19,3.645615034628087e-24,3.7959536267609005e-20,5.170928512092622e-34,1.6799030902651386e-23,1.6182946779494534e-37,6.886070733148093e-17,1.1277617209331413e-24,1.4911002929866313e-25,1.2459822075625446e-22,8.658502566412112e-33,4.507002039748169e-18,1.3740115207642097e-37,8.018658641996943e-36,9.254561912943082e-27,4.46276263393817e-22,2.8462139585238596e-28,2.3005424088808763e-14,1.3106342907293033e-28,4.728240205227641e-25,1.4801162748527258e-30,7.8520508751133215e-31,1.8539851668503345e-21,1.4759532722752038e-27,1.6455920205937213e-26,5.976967437038235e-18,3.848508022567688e-15,4.770183781444461e-28,2.668573347448695e-31,3.315762486615771e-22,6.905506082317387e-24,5.025993868753188e-22,1.3390912883362378e-19,5.1356782201574155e-30,4.606568011514167e-27,5.4959354743992505e-24
6.094670194756682e-07,0.0005176877699301923,2.5845656136567603e-08,1.7466303872786732e-08,0.0014574955605996778,0.005822009753129882,0.000753594698209228,9.987270141005595e-09,0.002194296596603717,0.0,8.459194117004443e-09,0.004237971022924343,0.002339481789307043,4.046750888788794e-08,7.526883735722469e-08,0.0002698317470372501,2.940404126672543e-08,0.009163893914683686,3.1932300824704737e-06,0.00041335882861756287,2.653718933550843e-07,0.004261004955130137,0.0003271541717979043,4.3624992907811895e-08,0.000448537213007622,0.0015523403574979966,0.006286132933683608,0.0016990413761101828,0.001224079394840919,0.003883334344083854,2.2136914811298764e-06,0.00035540654176867284,0.0007764855964972236,2.7940572265887633e-27,1.3837552714716444e-23,2.801692581795739e-23,6.206781592151592e-17,1.0528103262211502e-16,1.4801055000664748e-11,3.7491230630366354e-28,2.941926336045484e-31,2.062564637198681e-21,2.128202391506274e-24,5.8743355491890075e-19,9.123240771114063e-34,3.041473464596249e-18,1.826455581941529e-32,3.104334864097155e-20,2.415002680842611e-19,3.5918803196143035e-22,6.733755846017986e-23,1.0558865231976074e-22,5.4152478974654e-26,1.1424864985739414e-15,2.986039877937022e-21,3.3079527185277485e-26,1.4428255049891279e-18,4.2232367613772655e-19,6.476208369642236e-22,9.195977809937398e-22,9.011702031672588e-30,8.321097334593545e-30,1.382594919753017e-23,9.449655083421778e-19,2.616253173974275e-22,6.890704310807043e-30,4.981535008429041e-24,6.727376808364178e-44,1.7215484577579624e-30,5.359161537895902e-48,1.0159044859018517e-22,1.9189842060515507e-31,7.35684749161808e-31,1.436681258050445e-29,1.91480189958851e-41,2.225325752242507e-21,2.3095511995024336e-48,5.4249785533611405e-46,1.1370354756919657e-33,1.2885982440287492e-27,2.505752514703314e-35,3.253906415759473e-16,1.1312578998604474e-36,1.690631820999777e-30,2.1262707572372484e-38,2.6189943652575158e-39,1.741236935831057e-28,1.0822789960005484e-34,2.6362110131031935e-34,1.0882391782024097e-21,2.611019633459269e-20,2.38140469323072e-36,7.260184895757309e-41,7.49834821480977e-27,5.287892022815782e-29,4.888685087516817e-29,3.5474672236177268e-25,3.053920137235378e-37,6.896034466413353e-35,7.526807697205588e-29
