graph,laplacian,silhouette,adjusted_rand,number_of_clusters,hyperparameters,cluster_labels,graph_laplacian
full,sym,0.5184585541582286,0.6129032258064516,3,local_sigma=5,"[2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 1 0 0 0 0 0 1 1 0 0 0 1 0 1 0 1 1 1 1 1 1
 1 1 1 1 0 1 1 1 1 1 0]",full_sym
full,rw,0.5184585541582286,0.6129032258064516,3,local_sigma=5,"[2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 1 0 0 0 0 0 1 1 0 0 0 1 0 1 0 1 1 1 1 1 1
 1 1 1 1 0 1 1 1 1 1 0]",full_rw
full,ad,0.5100137782439546,0.8226568937849676,3,local_sigma=5,"[2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1 1 1
 1 1 1 1 0 1 1 1 1 1 0]",full_ad
eps,sym,0.3755337500449771,0.3800128510413123,3,epsilon=1.143,"[1 2 1 1 2 2 0 1 1 2 1 1 1 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 2 0 0 0 0 0 0 0 0 0 0]",eps_sym
eps,rw,0.052086038382230866,0.1700502955321414,3,epsilon=1.143,"[0 2 0 0 2 2 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1
 2 0 1 1 0 1 1 0 1 0 0]",eps_rw
eps,ad,0.3755337500449771,0.3800128510413123,3,epsilon=1.143,"[0 2 0 0 2 2 1 0 0 2 0 0 0 0 0 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
 2 1 1 1 1 1 1 1 1 1 1]",eps_ad
knn,sym,0.5184585541582286,0.6129032258064516,3,k_nn=8,"[2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 1 0 0 0 0 0 1 1 0 0 0 1 0 1 0 1 1 1 1 1 1
 1 1 1 1 0 1 1 1 1 1 0]",knn_sym
knn,rw,0.5184585541582286,0.6129032258064516,3,k_nn=8,"[2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 1 0 0 0 0 0 1 1 0 0 0 1 0 1 0 1 1 1 1 1 1
 1 1 1 1 0 1 1 1 1 1 0]",knn_rw
knn,ad,0.5184585541582286,0.6129032258064516,3,k_nn=8,"[2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 1 0 0 0 0 0 1 1 0 0 0 1 0 1 0 1 1 1 1 1 1
 1 1 1 1 0 1 1 1 1 1 0]",knn_ad
mknn,sym,0.531172824877778,0.43037878500056986,3,k_mknn=6,"[2 1 2 2 1 1 1 2 1 1 2 1 1 2 2 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0]",mknn_sym
mknn,rw,0.531172824877778,0.43037878500056986,3,k_mknn=6,"[2 1 2 2 1 1 1 2 1 1 2 1 1 2 2 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0]",mknn_rw
mknn,ad,0.4949286753891012,0.36873807475027126,3,k_mknn=6,"[1 2 1 1 2 2 2 1 0 2 1 2 2 1 1 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0]",mknn_ad
