index,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,target
2277,0.836002708279732,0.13798317138428984,0.619652521904706,0.9423977222808001,0.057466629687170534,0.06000676498476121,0.5547423726176371,0.9600757960943292,0.2204736423667888,0.3307919697162005,0.09864797454787366,0.3622472304368498,0.044332480020079945,0.3890939977447432,0.5554877749420309,0.9750048266842612,0.81838797964195,0.8220654107753492,0.22814432457219713,0.0872347021688451,0
2394,0.37267136842322524,0.22647032402128464,0.5158949509981398,0.8171041003287702,0.5756649703841941,0.9701396431949953,0.015437488062397309,0.9983467813886229,0.6914090463586892,0.8326740171909984,0.3349523677674553,0.5083413280865555,0.7969892478843315,0.7606494723669865,0.3340344288792759,0.32441023502380295,0.6628112029121311,0.9336591814719946,0.43878599067413004,0.352941799309216,0
961,0.2061648446312071,0.991956370803152,0.7530863944413293,0.9619718697740708,0.29585116521204413,0.1645628766198204,0.5030684634788309,0.4946682822273434,0.17494651375798786,0.7332195695814102,0.36177753443873406,0.18636523093051727,0.3319833945432884,0.5636586996350151,0.7264709321804432,0.48189088605748454,0.5255949898283735,0.1389459359427484,0.9146909247082321,0.9287241979920444,0
174,0.15369104284420454,0.5726072328820224,0.2770125243259788,0.9213075122129755,0.5831908042770976,0.5928401805081102,0.35492466087701,0.05198935197770749,0.03174376537298862,0.4233351441531975,0.08456537809723785,0.6068469555401391,0.8809730056396574,0.8829148165187222,0.6590454101322324,0.211231831472931,0.8629968313588721,0.8860934353132082,0.1966535849529587,0.7374260857706773,0
145,0.12786680122241756,0.7655467505158609,1.1634755366141114e-05,0.4165658284822922,0.5225101810855884,0.054634420000972295,0.9730781629723328,0.22612533124967193,0.30419871963628087,0.30394251225502733,0.2304166621173499,0.001473822086311416,0.7293447940879964,0.9668454997992854,0.22429348328504506,0.6630471918034224,0.7418963269587151,0.8484253790905247,0.4226291970136091,0.30293090564042924,0
255,0.4490785141348759,0.5776130806371337,0.5709070537521448,0.33242669217436516,0.3155331806631355,0.10662361893659789,0.3667983206462684,0.09949466887296465,0.7665959447120516,0.9662742977481859,0.9700744566667069,0.8650710993753938,0.6007921493396191,0.7008656972438799,0.28520580268041407,0.6307704201726206,0.45564954943987745,0.4820173397769325,0.757776560375158,0.28191835559725165,0
942,0.9415362460384926,0.9539024611292499,0.882142314225861,0.5636680450932987,0.6469394490806385,0.8696169984498692,0.7758970823891844,0.6300938494554116,0.9822594078707026,0.6856766363336941,0.9754819924477611,0.057388474607090734,0.13896037074221246,0.4514588460004906,0.3848794608843151,0.7827348413570278,0.16061402646920375,0.9760951791114886,0.315065875260914,0.4289237077401594,0
2122,0.04631693914665058,0.48149702030161845,0.33380308322614505,0.9354472296497113,0.1027605354417378,0.9260353357356722,0.08654561739945921,0.6192173466044351,0.24773033737632033,0.8268056464938748,0.06147482703996987,0.9525081557696253,0.04725720033290015,0.24111326830133384,0.46418472606739003,0.7560578865662154,0.951112717543369,0.428042431294376,0.7573100938178727,0.7271625544452387,0
1474,0.24653919787694167,0.21460819173170165,0.5471279542305324,0.6788544438340626,0.05305176591168059,0.06002260112460844,0.7841706868167898,0.8594972509654798,0.604440916341894,0.42882800970688595,0.8453164795991859,0.7288170327753302,0.5795941984312686,0.3197571219487634,0.19799506165681624,0.41867303927151567,0.28682257596021155,0.33925858773446094,0.5156310553120325,0.16909395695160978,0
106,0.8036035354415352,0.5052067735766382,0.9671266152591704,0.4177609792750997,0.9841103190364978,0.6679199988036271,0.6346712732539415,0.165954895295785,0.881927758304644,0.42748968792061515,0.16223340578247936,0.01260751997575904,0.5597556836383826,0.5273996221226763,0.7193536223691586,0.8902580530178021,0.07940658464302952,0.7314964903403623,0.18741194409758222,0.858177053157164,0
1517,0.4554006571639151,0.8903575034549103,0.55874499716638,0.9232768398517497,0.5105753415560003,0.29258816224028183,0.3554425871761966,0.5221292935847855,0.5299894378050086,0.6873377015489488,0.22449487218663078,0.6588428999655017,0.7785880083807523,0.6765919894669901,0.48182810981759083,0.991680651116834,0.4048131591292162,0.10659061457982921,0.821504215407343,0.2122012188804182,0
704,0.18717860898849026,0.8006236564128154,0.9721565095347499,0.21475939996247206,0.18691196479057592,0.45493507179744463,0.7477652771400322,0.2816006102352514,0.019879908697280402,0.541220628032894,0.9566005677673076,0.39127685540694557,0.4201345541831004,0.9689017171140379,0.6946076116267283,0.7191719228421252,0.5627020053710676,0.9746092108632416,0.6888664844255561,0.8950327516051695,0
1355,0.06029760135754969,0.27496558372026825,0.2286210580294451,0.8874788848112836,0.6474381006389999,0.5603762658820751,0.5066492416787051,0.6501130275414655,0.7548755467771248,0.5543847058315099,0.9382854151526105,0.9768341706503846,0.995342316608823,0.6693911100886447,0.9326204667558784,0.4044796953079547,0.8595923912473853,0.9091742987396809,0.9041404723322756,0.8308462829083816,0
169,0.3683472137943513,0.4323462264033473,0.031149092793391064,0.2595764492750492,0.03367640387446402,0.8791857726012476,0.24339668321853047,0.557337169573008,0.03897932066113041,0.6668473913056581,0.32302734575409386,0.8979191869576658,0.8881181889340358,0.3252906183617478,0.9009608956904679,0.9961576734987788,0.8254156641239481,0.844871347755229,0.2490087361090899,0.5767023988577563,0
2153,0.6972780938199737,0.18855910220032734,0.09110487937526301,0.09661506853966184,0.768393493225718,0.028737301668104398,0.28945670483919994,0.12918640994407682,0.7549101467995052,0.503493085572984,0.2054924144976672,0.7504108986512672,0.7503665091381634,0.5230226470686506,0.2758497870552097,0.5862770992622216,0.9335301007541918,0.051636387626218805,0.26694984662179233,0.28496919539267807,0
1241,0.3536180292024953,0.10278557855729642,0.5431138867153203,0.3018312978744836,0.6608079429275284,0.31920393582553075,0.43116349313480173,0.05236037419440753,0.9925380699054777,0.5076103832751758,0.024237594164172815,0.5412306587611441,0.8703539993056497,0.7725521342662026,0.7009066841294541,0.1394646545990349,0.6577370789874724,0.7662983780122603,0.5724190639654966,0.8927490045203516,0
1017,0.9812446006823907,0.2817525783417406,0.44139909108035547,0.06297790798663305,0.8733413076045997,0.5685721531402141,0.385100678940517,0.11277055848915307,0.9467672854968892,0.5302190478209937,0.2829279290829039,0.3502151301315095,0.2706971809221477,0.6018098088569807,0.9299635757805099,0.8566938033265644,0.4603808754259775,0.8264993623010078,0.42310548127632985,0.252307140758638,0
1354,0.9673755319781978,0.8770165616176712,0.28074195294265814,0.5072101040289247,0.056414372660091305,0.24075441481780713,0.7748558680680901,0.12331401227534455,0.2576905248339566,0.944042501735808,0.823855800492458,0.781827712648912,0.8645574903021568,0.7496056865823539,0.12058621611823495,0.5165613264852313,0.444243920802322,0.3111515782703801,0.8340404097196055,0.4641392023742337,0
1857,0.14550194468204325,0.6140484407715326,0.4694795115776301,0.8969581595077243,0.5196209378963254,0.9429349740741656,0.35325299417990663,0.9668947063899905,0.8751579480917677,0.5842632897353547,0.35370993331902456,0.3759233574525599,0.7727520864582916,0.5806313511690445,0.40158758546932094,0.6360549614121643,0.7332333979009443,0.022900512558465924,0.0898628011175101,0.09448544040707918,0
996,0.33897083719155985,0.35480141928137343,0.5796285275831441,0.7334414938106582,0.06314920190686346,0.5933436571884717,0.9528200617835816,0.2620938971799537,0.9088272140969338,0.9501683407630936,0.26915364097108974,0.7542018658853505,0.23877500831956,0.7376111617321327,0.7974199712888259,0.24720570371064943,0.715869543583235,0.8121045388640898,0.35857887210691175,0.16770277598972694,0
1196,0.7329142991695052,0.020979994833933313,0.39575770372231656,0.8901406412016211,0.5203186082438382,0.3476278014389943,0.25367615159513013,0.24335451991828227,0.09976803385080635,0.8172264190930921,0.08665740539417122,0.2922947658618158,0.04567573856635321,0.7813865697237005,0.03928368222679046,0.3083011038682084,0.573297370086664,0.4095613602934438,0.28227106724910045,0.27518907242754165,0
1305,0.32663386028099317,0.8527752041652292,0.4979385635121334,0.354252303502239,0.5442600218094829,0.13322970727684236,0.005359304625596084,0.28058468369349077,0.6050057197835423,0.7116807696613873,0.8266109663519666,0.9266635593944696,0.41211234696476806,0.7405167995574546,0.07467293019806254,0.05752999877208009,0.1247979919861566,0.4485690978307624,0.21128143849874992,0.2869249419378158,0
2212,0.14086493675762912,0.43727234844329954,0.8212073693884159,0.7331326907500593,0.9740643910459944,0.04484864846989922,0.38135221882623493,0.1587908015751609,0.03696128404950172,0.2643975562944748,0.24447184418721635,0.4200277184621918,0.1400812079005932,0.4885675792261175,0.920098327314242,0.7481889315983149,0.8421773294932667,0.8047285933215332,0.38962633644063405,0.7089610362978351,0
1928,0.35096377105070153,0.34133988720021524,0.990750732839502,0.7188147227262862,0.5138617118500514,0.5793756509975795,0.6201826315188109,0.02457539894084193,0.08026459052524759,0.6491893513566518,0.3644688588483137,0.05544404023192506,0.2975132460516261,0.13028342042139018,0.9163138422263213,0.20292539255311504,0.14369119739405245,0.6261688170886166,0.5219119302768327,0.575932454035792,0
2528,0.9864584947219418,0.4100592637842805,0.025162382574432707,0.41907900042204715,0.6602278401620624,0.8913650378997533,0.9381057923232798,0.9095757870320706,0.657959772519089,0.6825230425801707,0.002383807162059104,0.36373124340897334,0.9068562361164239,0.6896176642142391,0.4679207510746686,0.10425241488342962,0.24631666593428592,0.5549225178174944,0.8975015136017379,0.0958123476456455,0
2207,0.9659737361275117,0.47334797867321565,0.10090833764589391,0.05503939372957367,0.33867451429931505,0.2587589567298729,0.8437133272032522,0.7376384214169565,0.8845462868700583,0.5892534982118697,0.43545724759050064,0.27056792808573704,0.5831088344232497,0.6180247782361531,0.39294756374186657,0.93659542182739,0.6399545883495158,0.8374812006015329,0.620390747368956,0.31653678533170493,0
2520,0.7237887713990296,0.6448617474196121,0.4007736153695908,0.7225550577942713,0.09849630643971541,0.7495284033840995,0.6029081815837024,0.630082875686638,0.06466370022248447,0.6181350117282778,0.49412202382549253,0.48586250231694383,0.32185339979116445,0.007613883340268357,0.4226374000461586,0.4009162242257386,0.4228054073186366,0.6119940065800433,0.2999062142601525,0.26938344923423474,0
2286,0.12301658598338017,0.9293068592750007,0.48961904413094115,0.3965089962776228,0.5777920612391232,0.10655932143106905,0.30920381937448393,0.637876107098167,0.10012294635715524,0.1352427589648839,0.5105878640910555,0.623457124601091,0.18700170579379072,0.03308463445549181,0.9583668927667561,0.027492657882556837,0.0020520415206412013,0.3233405688281997,0.2224531687755682,0.5735863620982109,0
748,0.503204670074964,0.7687347933788026,0.877545542559473,0.10378192817667187,0.3848562624930535,0.7761165984135006,0.431651762593961,0.33222776406628385,0.4113226968232696,0.6028447467863508,0.9998051441338015,0.4929924291045318,0.20849447495426054,0.16284657527909474,0.04234974747641429,0.5588172349183215,0.5445720914888342,0.20523392678030916,0.695329406452567,0.7411070416296808,0
1042,0.03809271158952854,0.877448483650976,0.29679614048016456,0.9970748769131437,0.9541907303347857,0.9405307166819652,0.8111276040639737,0.22061333168354258,0.532632744028782,0.2243026268249746,0.2596754555889492,0.6109517694362774,0.04083354535306338,0.9694585668207076,0.9186731725779644,0.38076757215771984,0.5154224480069131,0.466119419267759,0.8821997786174698,0.688601876316111,0
1050,0.7725019656847065,0.4811443597959755,0.7889583350103461,0.07350827680267524,0.1915939679029951,0.5515342496463607,0.947088324752695,0.07475784672178032,0.04308421615686431,0.15655067492785568,0.6411531288601565,0.39899291667024717,0.8255523794176862,0.07193315148136581,0.19641408681470107,0.3000264054648957,0.6267300866887853,0.6851726903015473,0.12420329396377383,0.9438047089917395,0
730,0.1559262521738315,0.2535497759319092,0.0890161247338962,0.27173851648448166,0.7679375516180111,0.8529243581784497,0.7788926451025717,0.6310657781676963,0.5139665125226456,0.7087042892136465,0.3908335492672218,0.8413083514997018,0.6771900939767854,0.6978046984944085,0.5359359931290713,0.8852289842111726,0.25201473367905247,0.3811476533610507,0.7776425696776891,0.4927488961293377,0
2328,0.9460062242626168,0.12057177672233921,0.02804846161925667,0.10988316441110502,0.9142956348526271,0.15748863853555062,0.5726367065725249,0.22758236986076197,0.020635424916799483,0.08462134214257766,0.7097970229664131,0.18236645201333912,0.22913920543347943,0.3772565008236858,0.6572415601361734,0.46937239295966626,0.9446102159937697,0.43418219073966335,0.1991309201974717,0.5361428394090081,0
2014,0.11275698792140754,0.4122055625184433,0.5939930186885735,0.0323756366393656,0.5674344714242641,0.3073983164830314,0.8871468078118292,0.5332845916687309,0.5878939082174337,0.9456218111148833,0.7641710266545936,0.43827326614676565,0.4768796149560194,0.6479238685593989,0.2001992166505131,0.08865084049412264,0.3112365159456184,0.7783827979362303,0.25732379876995104,0.1307592003359197,0
1810,0.35125033037648623,0.7507405608116909,0.5601806961668484,0.954604702780331,0.22787501507297347,0.8721204049887294,0.2829134897492488,0.2454982591265602,0.4983751980993507,0.07120450525649369,0.3843070129932832,0.35567596810974367,0.16010155570177353,0.8607948452749106,0.3858896437093833,0.9819201795136825,0.8997079490377743,0.19481069956992547,0.5051221723379384,0.6018041383665529,0
648,0.003504663531058272,0.02762975580841509,0.8238405151711938,0.19946268683305202,0.06076926839624086,0.23714807323650222,0.4261001539808602,0.7305662704334048,0.6243355265512055,0.23762121756042043,0.5032704481005844,0.9262141053985687,0.8150077769837577,0.3231897848317934,0.9822645613556963,0.708620400435131,0.06244935566678178,0.03516071328863868,0.16840794901002998,0.7278558680501468,0
1830,0.9794461245313159,0.42340221683343515,0.19544787497666039,0.3460189994409836,0.7369656060934943,0.659106520995876,0.7783474076177251,0.07347029220420909,0.5803687753447865,0.9321686770363047,0.10790191948157735,0.09433525891297889,0.7166043645195139,0.3151824558442019,0.6585792103609069,0.54538451305036,0.9860666583399056,0.889056416954874,0.6780727815617117,0.2616746261031505,0
656,0.6548313583940036,0.04339669415605185,0.06641640448143493,0.551828224223585,0.10493918032794947,0.022346788426857334,0.1715129976480222,0.5648491709995744,0.7033409545189324,0.20247856414138,0.6682594372081745,0.18247633109922934,0.6134574266312571,0.41195967989579885,0.6537995093336167,0.9950527524792473,0.937816965232562,0.004281757836103628,0.8854387643623057,0.06649079517476653,0
148,0.19524060295649204,0.34534195224488784,0.3356104542698427,0.9785254683891406,0.8565372237479268,0.7011698615902597,0.7270567616153901,0.5620727944025711,0.9470906671085191,0.49625875288236154,0.3805177098698945,0.163035336931591,0.786205652261058,0.7344439320755914,0.3843550385241349,0.02519341395922936,0.8389973277180107,0.011417983454073632,0.703699779629051,0.970257109726057,0
2187,0.32694594239282826,0.2993285879624481,0.11034126768741814,0.6511178781027979,0.9919063578396099,0.9009264148445885,0.2528505996770549,0.769981632971547,0.9368632632850191,0.9063642370455485,0.8845495213112884,0.7864505121775934,0.2929914761110475,0.08356306621079224,0.48781935284595523,0.05479113435633687,0.9984736845350288,0.3583096830647384,0.9583399183888942,0.7731209919009157,0
627,0.07868365694189783,0.4261515484507238,0.945844409062715,0.2177290342470246,0.25674160134154933,0.10088880210585893,0.6055702738939303,0.6798728739471749,0.64293120816076,0.8611302430447813,0.48642583502607173,0.13445704076706444,0.28940513070441265,0.6624299734213518,0.6131219737415599,0.5310031297429625,0.6829644186886872,0.6373908503732993,0.8813248894649517,0.5860163774782966,0
1848,0.5661557818056465,0.585000062502539,0.21000867128790957,0.6290579816577115,0.7706285954072553,0.885252225463847,0.7367173248180492,0.5763756510090161,0.6732593072467769,0.4851114625138777,0.22689824311762252,0.8822069727719354,0.5326226331674253,0.594318311147235,0.9901089137531827,0.9850156782726405,0.5863109849999373,0.03395726201746618,0.3961475380448434,0.9372932800508892,0
2535,0.6479588508875554,0.6415957778222988,0.7283441590780306,0.5199202770971459,0.9000587977521622,0.4642606134245424,0.5181864730121819,0.780305756282929,0.8332349757154108,0.6483614669980629,0.12637321266332135,0.3319520941629722,0.02015555236003841,0.2954498081564917,0.5702442912614084,0.8052307393468722,0.5856497736023277,0.03989465572203621,0.2591064598732956,0.5780616814523051,0
852,0.509769673499049,0.5231560631441117,0.21526877403285982,0.718703949501973,0.08478062372975437,0.5733237131030232,0.5707687965859014,0.914188424133511,0.5261828101048603,0.13706269597417953,0.5727532592481626,0.09132764436533236,0.20379383529992168,0.031108584187416133,0.5132935824594983,0.08453261529357237,0.46939437853132904,0.9329450353241441,0.719761413019332,0.07741167422529305,0
1456,0.8429280125432879,0.01987559586177845,0.23359977074122484,0.9452323248695834,0.38525413593277524,0.9385920633819312,0.2742125383706774,0.21806763557193198,0.21410841172799588,0.08522866042493826,0.8964322885091256,0.9798350226329011,0.9545088072716379,0.852028139827274,0.8468879076509752,0.6610854671689876,0.8262137119506135,0.20834236434304776,0.38791263038712853,0.6408362932947479,0
166,0.5484191629935626,0.06646332577627212,0.7665150495325846,0.583713587731364,0.7819599771579592,0.7517469923958404,0.8030020719578371,0.5180080664046248,0.140324518193515,0.6711574733796887,0.6204737850519706,0.7422531871990872,0.1698810060507353,0.19497519990028922,0.8904095172193285,0.7499777984520708,0.9082284887003229,0.7587153211639207,0.5971553059903019,0.6541327370278737,0
2074,0.2001540835688227,0.7611660111412718,0.012328685538640416,0.9685277391470993,0.19062890106321517,0.9013039862451232,0.5159450282262857,0.5645753668971301,0.08413178797102505,0.3652187541573678,0.1562188607805014,0.5259314943609428,0.5507321456719495,0.7096669495843103,0.8782781579231833,0.4681798162698607,0.23336037008060662,0.3335716614416495,0.8470898129389373,0.14586348507876146,0
211,0.3077709052931491,0.6136379029893838,0.8979352934437369,0.8099244203028994,0.5831302190995835,0.7302217177572492,0.3648224702077987,0.6409655280987577,0.46618159112755697,0.1899361364575609,0.7017382738772572,0.556464637348822,0.3586215819535914,0.9113391900786307,0.020934117826733267,0.315773151249496,0.05688139777764656,0.7665273162216272,0.7021074541137926,0.33135221873631704,0
1906,0.5950760695962649,0.008618727598900366,0.06872820157239978,0.7526395594523189,0.44652778958519435,0.40550779174354057,0.14582718419580798,0.15731859396127024,0.7977524500959006,0.8290171339614553,0.5600025406387292,0.2951278098056874,0.9327008166678302,0.6239623909952267,0.7966421194517882,0.0032829202882154185,0.4503196008753605,0.8709490863199558,0.3382332832327213,0.726551176872281,0
564,0.26248445471647674,0.24531049798597993,0.9657915301069676,0.008236241591960125,0.8797205330602158,0.19972851912240497,0.9472843230897678,0.3423072848275197,0.4403517738932523,0.707120613944381,0.5876690514732603,0.3179393297068228,0.5538309158678235,0.7307068843628862,0.042334945902492094,0.011199305255704117,0.4580669390728913,0.1318366178035142,0.6643442914647144,0.21405245622743418,0
47,0.274055220687206,0.5541780025157934,0.6514203883518642,0.8297418037072016,0.2064212717606032,0.010995828658480478,0.13688563006880727,0.9000186418481051,0.8738900775625152,0.5974131021703083,0.6005168604336534,0.6650366745462555,0.1753712786234496,0.9144119459249598,0.4187705248920731,0.38313852824949746,0.5189177052828375,0.046965966775055046,0.1662833687560794,0.7380336164263704,0
1131,0.35654214321427224,0.9405592607568448,0.24044812540807947,0.09500276182293066,0.06928490144422583,0.5046151100994621,0.641711482284288,0.3272936435708872,0.6902597417930808,0.061033718573237805,0.8573346449228768,0.8165672097392378,0.9854962713920856,0.9365049809018454,0.3561971639189281,0.39927538401557716,0.7459648474782595,0.1340827719549832,0.31401471024483485,0.11854093697564827,0
2567,0.8956936134442833,0.5800172518401155,0.3514099999841287,0.5133396624570512,0.2607269549074286,0.6347588502816244,0.6164685583425663,0.08019228903968934,0.9106881006010767,0.46052534222510844,0.19515413208222376,0.30738385943601565,0.8662217548376064,0.3831851719821011,0.5619611711956284,0.9476897348829513,0.6517164375819664,0.675716743925602,0.24856883716207534,0.6682951850279847,0
119,0.8224223736682784,0.8575623376612838,0.9166352358412073,0.43098522051329624,0.31886681832113883,0.5821987465941139,0.3711724234376276,0.601074166800233,0.7055858626438246,0.6884050184921369,0.37455288702012135,0.16686020169875282,0.43052933846220753,0.14259414408190874,0.8900970351838083,0.3458774607378574,0.15445974722332378,0.025447759905750877,0.6458223862864843,0.6369023174547432,0
706,0.6624968731842784,0.37122764775743056,0.6460102909466989,0.3562482530875838,0.6737506462588587,0.7292355094683608,0.6905526403996448,0.11396198135815228,0.6568932346546846,0.2799875494540973,0.028801370569333518,0.41483067188895395,0.43354310280380104,0.4671741333524465,0.7048241653907162,0.3088438091424591,0.3152805131039226,0.060552256241260594,0.686821215992296,0.567826091399584,0
104,0.027167421225559818,0.06520459126049205,0.46393137681233276,0.9092202058615602,0.5387017979527142,0.4978125080342902,0.10547369995663058,0.656780104724294,0.8221031606002255,0.38042000750756233,0.7756118509253275,0.9644766539008116,0.2037664591276891,0.5233296311947413,0.28713795808457554,0.7928544190338394,0.5775933658811575,0.6345824175503038,0.7979141596158941,0.3959704726624549,0
1493,0.3267523893783747,0.1265221715036069,0.2265036554448958,0.2327052089391236,0.985204214873303,0.8353493795084933,0.015262291633431624,0.6168365907684797,0.25591009642192375,0.10437692881958427,0.7055997631197547,0.13160554946834924,0.4437407795297357,0.6321651648399242,0.5544947561549887,0.9776290983027429,0.7857426131225226,0.7741933761274897,0.35559539408103125,0.008395492084141698,0
2004,0.3336130987640633,0.43989950958335544,0.7919037591928153,0.6648963055724977,0.8930599124360573,0.40057375077677215,0.3732881636761586,0.031688849541319675,0.4627253766696581,0.7240707703291087,0.30117871762621606,0.46272651367384143,0.21939776848527803,0.7727878058714607,0.0605115613411471,0.7053830550004982,0.3789400117449835,0.04159606938712079,0.8534695872917858,0.48772186318116517,0
1471,0.6594974904588677,0.907922537416921,0.23461595692523307,0.541100051727418,0.537991420533321,0.8741743690436998,0.05051688955984235,0.4244755610707073,0.18246567479193154,0.021532600298598048,0.14703094052048282,0.9764706728481991,0.2148485095202679,0.9350307733358,0.20525434263094167,0.9312952273844844,0.6546209352003144,0.11321857750192676,0.5819151551265778,0.3185140375402786,0
732,0.5322348476766979,0.7684105431140342,0.757937739606166,0.6178591540622559,0.7869900833848252,0.3342633747792092,0.8812495283226056,0.6149100858019407,0.8223635138124306,0.546279104790284,0.21843824498868036,0.5424101286783086,0.3711116637765881,0.6974990360370945,0.4757937917347358,0.8361128049276877,0.6780725123219167,0.684544433031324,0.21715533349106497,0.9842497664912904,0
1459,0.059799341926098815,0.8970979312064055,0.5343144197853958,0.13462820740298465,0.05342612744754971,0.11986005341365613,0.4713372403206141,0.6684652551688978,0.6412800749860456,0.1444230862644985,0.6334889518377088,0.4048656242175994,0.46474378429946506,0.8014304062453171,0.33249937267963836,0.14699904716335377,0.8734531335663405,0.212130575866338,0.2940298705546427,0.7065900589026224,0
1133,0.9843091908625355,0.5146127912377616,0.7418821683231693,0.6829377976993461,0.849911435092138,0.21572349046560946,0.7538262616930282,0.8813552403057495,0.17150982298024275,0.34680221978800374,0.9701017643315615,0.7807878459797924,0.28259083253753237,0.563941769644487,0.4043261228494788,0.4899651763271299,0.3551661913907085,0.2793310185303406,0.6747630413914187,0.7785418150861175,0
